Event,Angle
94,129.39536545498842
210,50.34394610288309
295,110.1389938770221
309,25.713354613393626
544,45.62408708822352
625,151.18337241971741
676,88.87511285517014
691,132.33299892766885
709,27.939193400303825
847,51.060756777143474
946,48.368604016620544
1208,98.13221510775473
1257,86.87002183685368
1286,71.20198370621601
1350,84.24891787343836
1383,92.2881922854846
1469,87.84759005803461
1532,40.0244725697225
2003,165.2675404492025
2020,131.40374723149816
2095,102.79510582079322
2124,81.89596254878778
2128,96.68320161315539
2148,57.54075298595237
2160,113.59471484645937
2496,112.13576072630633
2542,63.883450490606855
2715,31.56016998106906
2765,118.63640374528939
2766,126.68398613833435
2932,19.259629917623474
3237,159.87229354881583
3276,65.06540697127609
3375,73.13761906489866
3542,72.96809466735905
3600,36.99068235718556
3806,72.21062379469551
3910,50.43742786095161
3952,22.066389274523992
4137,110.93358211746155
4143,68.05640726075829
4406,149.05003137564415
4468,114.65766798458179
4528,23.89849197245915
4596,160.559597516887
4944,77.3536634197438
4972,54.136399306033155
5197,99.54149716337507
5349,123.70508075298658
5473,158.6748244316178
5549,116.13314722700594
5583,65.77188974986151
5594,73.28385806554026
5604,28.066431438508072
5748,38.05857126073654
5919,60.55977722537752
5977,29.909216494666474
6375,81.1268831463212
6555,75.70528387362393
6594,68.84622671607535
6626,113.57667129083727
6848,72.12911329669991
7002,134.8198580100095
7107,51.14919891134583
7376,77.96811144171362
7406,79.67333711704661
7631,79.61080992039622
7742,158.20684770190414
7850,67.14509209845485
7882,144.1373704253448
7898,91.19105519578821
7907,15.694220051831332
7954,122.46451474597521
8112,48.42177324483438
8162,13.320213808738568
8207,135.29171547608897
8264,50.05064382576535
8567,138.2704226518027
8698,105.7906050971107
9632,81.50430630879004
9704,84.02817180393403
9797,51.30741933685111
9885,24.98207918856995
